flight_key,flight_id,airline_key,route_key,departure_date_key,arrival_date_key,departure_time,arrival_time,duration_minutes,is_overnight,is_anomaly
494,6F094,2,1,20260419,20260419,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,89.0,False,False
495,6F024,2,8,20260419,20260419,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,226.0,False,False
496,6F061,2,27,20260419,20260419,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,41.0,False,False
497,AI032,1,26,20260419,20260419,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.0,False,False
498,UK163,5,19,20260419,20260419,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,102.0,False,False
499,SJ067,3,26,20260419,20260419,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,59.0,False,False
500,SJ106,3,13,20260419,20260419,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,144.0,False,False
501,AI086,1,14,20260419,20260419,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,176.0,False,False
502,6F263,4,19,20260419,20260419,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,83.0,False,False
503,6F163,2,27,20260419,20260419,2026-04-19 06:49:41.703,2026-04-19 10:46:41.703,237.0,False,False
504,SJ064,3,13,20260419,20260419,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,134.0,False,False
505,UK118,5,21,20260419,20260419,2026-04-19 06:22:41.702,2026-04-19 07:22:42.000,60.0,False,False
506,UK022,5,19,20260419,20260419,2026-04-19 06:22:41.701,2026-04-19 10:59:41.701,277.0,False,False
507,UK099,5,10,20260419,20260419,2026-04-19 06:16:41.702,2026-04-19 10:24:41.702,248.0,False,False
508,6F212,2,2,20260419,20260419,2026-04-19 06:10:41.703,2026-04-19 10:52:41.703,282.0,False,False
509,AI023,1,21,20260419,20260419,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,205.0,False,False
510,SJ245,3,8,20260419,20260419,2026-04-19 06:07:41.704,2026-04-19 09:39:41.704,212.0,False,False
511,6F066,2,4,20260419,20260419,2026-04-19 06:07:41.701,2026-04-19 07:43:41.701,96.0,False,False
512,AI138,1,18,20260419,20260419,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,50.0,False,False
513,SJ021,3,21,20260419,20260419,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,238.0,False,False
514,SJ136,3,21,20260419,20260419,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,139.0,False,False
515,AI148,1,25,20260419,20260419,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,171.0,False,False
516,SJ014,3,9,20260419,20260419,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,59.0,False,False
517,6F104,2,12,20260419,20260419,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,35.0,False,False
518,SJ121,3,13,20260419,20260419,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,75.0,False,False
519,UK174,5,13,20260419,20260419,2026-04-19 05:27:41.703,2026-04-19 07:47:41.703,140.0,False,False
520,AI033,1,28,20260419,20260419,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,296.0,False,False
521,SJ122,3,12,20260419,20260419,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,287.0,False,False
522,UK095,5,10,20260419,20260419,2026-04-19 05:22:41.702,2026-04-19 07:36:41.702,134.0,False,False
523,SJ026,3,15,20260419,20260419,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,258.0,False,False
524,6F221,2,29,20260419,20260419,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,212.0,False,False
525,SJ103,3,26,20260419,20260419,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,220.0,False,False
526,SJ011,3,10,20260419,20260419,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,285.0,False,False
527,AI002,1,21,20260419,20260419,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,120.0,False,False
528,AI046,4,17,20260419,20260419,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,171.0,False,False
529,SJ053,3,13,20260419,20260419,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,98.0,False,False
530,AI236,1,17,20260419,20260419,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,259.0,False,False
531,AI254,1,14,20260419,20260419,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,200.0,False,False
532,6F063,2,19,20260419,20260419,2026-04-19 04:42:41.701,2026-04-19 07:31:41.701,169.0,False,False
533,6F115,2,26,20260419,20260419,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,102.0,False,False
534,UK070,5,8,20260419,20260419,2026-04-19 04:36:41.701,2026-04-19 06:49:41.701,133.0,False,False
535,SJ147,3,2,20260419,20260419,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,262.0,False,False
536,UK201,5,22,20260419,20260419,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,133.0,False,False
537,SJ234,3,2,20260419,20260419,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,123.0,False,False
538,AI176,1,3,20260419,20260419,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,125.0,False,False
539,SJ045,3,20,20260419,20260419,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,287.0,False,False
540,SJ174,3,13,20260419,20260419,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,55.0,False,False
541,AI007,1,29,20260419,20260419,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,120.0,False,False
542,AI143,1,13,20260419,20260419,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,38.0,False,False
543,SJ241,3,19,20260419,20260419,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,159.0,False,False
544,AI020,4,6,20260419,20260419,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,148.0,False,False
545,UK031,5,13,20260419,20260419,2026-04-19 03:45:41.701,2026-04-19 07:20:41.701,215.0,False,False
546,AI013,1,21,20260419,20260419,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,77.0,False,False
547,AI249,1,4,20260419,20260419,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,169.0,False,False
548,UK046,5,13,20260419,20260419,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,148.0,False,False
549,UK168,5,2,20260419,20260419,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,49.0,False,False
550,AI022,1,10,20260419,20260419,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,115.0,False,False
551,UK218,5,26,20260419,20260419,2026-04-19 03:12:41.704,2026-04-19 07:22:41.704,250.0,False,False
552,UK142,5,3,20260419,20260419,2026-04-19 03:03:41.703,2026-04-19 07:13:41.703,250.0,False,False
553,6F067,2,26,20260419,20260419,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,183.0,False,False
554,SJ217,3,7,20260419,20260419,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,187.0,False,False
555,SJ143,3,17,20260419,20260419,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,57.0,False,False
556,AI243,4,1,20260419,20260419,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,139.0,False,False
557,SJ246,3,8,20260419,20260419,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,60.0,False,False
558,6F170,2,24,20260419,20260419,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,90.0,False,False
559,UK157,5,12,20260419,20260419,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,60.0,False,False
560,UK172,5,17,20260419,20260419,2026-04-19 02:20:41.703,2026-04-19 05:21:41.703,181.0,False,False
561,SJ139,3,16,20260419,20260419,2026-04-19 02:20:41.702,2026-04-19 06:02:41.702,222.0,False,False
562,UK085,5,29,20260419,20260419,2026-04-19 02:15:41.702,2026-04-19 03:17:41.702,62.0,False,False
563,6F079,2,30,20260419,20260419,2026-04-19 02:14:41.702,2026-04-19 06:18:41.702,244.0,False,False
564,SJ032,3,27,20260419,20260419,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,142.0,False,False
565,6F182,2,7,20260419,20260419,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,128.0,False,False
566,AI106,1,21,20260419,20260419,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,73.0,False,False
567,AI200,1,25,20260419,20260419,2026-04-19 02:05:41.703,2026-04-19 05:29:41.703,204.0,False,False
568,6F142,2,15,20260419,20260419,2026-04-19 02:05:41.702,2026-04-19 06:04:41.702,239.0,False,False
569,SJ079,3,24,20260419,20260419,2026-04-19 01:58:41.702,2026-04-19 05:02:41.702,184.0,False,False
570,SJ082,3,8,20260419,20260419,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,39.0,False,False
571,SJ110,3,13,20260419,20260419,2026-04-19 01:47:41.702,2026-04-19 02:20:41.702,33.0,False,False
572,6F262,4,29,20260419,20260419,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,63.0,False,False
573,UK143,5,1,20260419,20260419,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,74.0,False,False
574,6F269,4,25,20260419,20260419,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0,False,False
575,6F214,2,7,20260419,20260419,2026-04-19 01:21:41.703,2026-04-19 05:20:41.703,239.0,False,False
576,SJ213,3,7,20260419,20260419,2026-04-19 01:19:41.703,2026-04-19 04:48:41.703,209.0,False,False
577,SJ072,3,19,20260419,20260419,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,170.0,False,False
578,6F059,2,8,20260419,20260419,2026-04-19 01:12:41.701,2026-04-19 06:02:41.701,290.0,False,False
579,UK202,5,19,20260419,20260419,2026-04-19 01:11:41.703,2026-04-19 05:37:41.703,266.0,False,False
580,UK037,5,1,20260419,20260419,2026-04-19 01:10:41.701,2026-04-19 05:12:41.701,242.0,False,False
581,UK069,5,13,20260419,20260419,2026-04-19 01:10:41.701,2026-04-19 03:23:41.701,133.0,False,False
582,SJ118,3,17,20260419,20260419,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0,False,False
583,6F145,2,13,20260419,20260419,2026-04-19 01:02:41.703,2026-04-19 02:18:41.703,76.0,False,False
584,UK097,5,22,20260419,20260419,2026-04-19 00:49:41.702,2026-04-19 05:00:41.702,251.0,False,False
585,6F117,2,13,20260419,20260419,2026-04-19 00:46:41.702,2026-04-19 01:51:41.702,65.0,False,False
586,6F226,2,17,20260419,20260419,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,137.0,False,False
587,6F050,2,17,20260419,20260419,2026-04-19 00:35:41.701,2026-04-19 04:32:41.701,237.0,False,False
588,UK196,5,9,20260419,20260419,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,257.0,False,False
589,SJ086,3,13,20260419,20260419,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,225.0,False,False
590,AI134,1,22,20260419,20260419,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,235.0,False,False
591,AI043,1,13,20260419,20260419,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0,False,False
592,UK119,5,7,20260419,20260419,2026-04-19 00:21:41.702,2026-04-19 04:38:41.702,257.0,False,False
593,SJ181,3,6,20260419,20260419,2026-04-19 00:20:41.703,2026-04-19 01:49:41.703,89.0,False,False
594,AI070,1,13,20260419,20260419,2026-04-19 00:05:41.702,2026-04-19 01:44:41.702,99.0,False,False
595,6F233,2,1,20260418,20260419,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,237.0,True,False
596,UK013,5,10,20260418,20260419,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,180.0,True,False
597,6F015,2,7,20260418,20260419,2026-04-18 23:39:41.701,2026-04-19 02:27:41.701,168.0,True,False
598,SJ247,3,17,20260418,20260419,2026-04-18 23:38:41.704,2026-04-19 03:43:41.704,245.0,True,False
599,AI067,1,24,20260418,20260419,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,213.0,True,False
600,AI211,1,18,20260418,20260419,2026-04-18 23:34:41.703,2026-04-19 01:21:41.703,107.0,True,False
601,UK029,5,17,20260418,20260419,2026-04-18 23:26:41.701,2026-04-19 02:15:41.701,169.0,True,False
602,SJ200,3,8,20260418,20260419,2026-04-18 23:24:41.703,2026-04-19 02:11:41.703,167.0,True,False
603,6F087,2,19,20260418,20260419,2026-04-18 23:24:41.702,2026-04-19 03:10:41.702,226.0,True,False
604,SJ210,3,23,20260418,20260419,2026-04-18 23:21:41.703,2026-04-19 02:54:41.703,213.0,True,False
605,AI101,1,16,20260418,20260419,2026-04-18 23:20:41.702,2026-04-19 02:23:41.702,183.0,True,False
606,UK075,5,28,20260418,20260419,2026-04-18 23:15:41.702,2026-04-19 03:54:41.702,279.0,True,False
607,SJ091,3,2,20260418,20260419,2026-04-18 23:10:41.702,2026-04-19 00:47:41.702,97.0,True,False
608,AI251,1,29,20260418,20260418,2026-04-18 22:40:41.704,2026-04-18 23:24:41.704,44.0,False,False
609,SJ042,3,23,20260418,20260419,2026-04-18 22:38:41.701,2026-04-19 02:20:41.701,222.0,True,False
610,UK126,5,13,20260418,20260419,2026-04-18 22:37:41.702,2026-04-19 00:03:41.702,86.0,True,False
611,6F042,2,24,20260418,20260419,2026-04-18 22:35:41.701,2026-04-19 02:41:41.701,246.0,True,False
612,AI116,1,12,20260418,20260419,2026-04-18 22:30:41.702,2026-04-19 01:57:41.702,207.0,True,False
613,SJ209,3,1,20260418,20260419,2026-04-18 22:22:41.703,2026-04-19 02:03:41.703,221.0,True,False
614,AI123,1,27,20260418,20260419,2026-04-18 22:19:41.702,2026-04-19 00:45:41.702,146.0,True,False
615,6F016,2,22,20260418,20260418,2026-04-18 22:18:41.701,2026-04-18 22:54:41.701,36.0,False,False
616,UK012,5,27,20260418,20260419,2026-04-18 22:16:41.701,2026-04-19 00:25:41.701,129.0,True,False
617,SJ188,3,1,20260418,20260418,2026-04-18 22:15:41.703,2026-04-18 22:55:41.703,40.0,False,False
618,UK096,5,4,20260418,20260419,2026-04-18 22:11:41.702,2026-04-19 00:06:41.702,115.0,True,False
619,SJ046,3,10,20260418,20260419,2026-04-18 22:01:41.701,2026-04-19 01:25:41.701,204.0,True,False
620,UK081,4,3,20260418,20260418,2026-04-18 22:00:41.702,2026-04-18 23:00:41.702,60.0,False,False
621,UK191,5,26,20260418,20260418,2026-04-18 21:51:41.703,2026-04-18 22:57:41.703,66.0,False,False
622,6F064,2,13,20260418,20260418,2026-04-18 21:45:41.701,2026-04-18 22:50:41.701,65.0,False,False
623,AI005,1,18,20260418,20260418,2026-04-18 21:24:41.701,2026-04-18 22:11:41.701,47.0,False,False
624,6F021,2,5,20260418,20260419,2026-04-18 21:23:41.701,2026-04-19 01:25:41.701,242.0,True,False
625,AI169,1,13,20260418,20260419,2026-04-18 21:21:41.703,2026-04-19 01:34:41.703,253.0,True,False
626,UK035,5,22,20260418,20260418,2026-04-18 21:08:41.701,2026-04-18 22:24:41.701,76.0,False,False
627,AI040,1,21,20260418,20260418,2026-04-18 21:01:41.701,2026-04-18 22:42:41.701,101.0,False,False
628,UK042,5,27,20260418,20260419,2026-04-18 20:59:41.701,2026-04-19 01:38:41.701,279.0,True,False
629,SJ171,3,19,20260418,20260418,2026-04-18 20:52:41.703,2026-04-18 23:52:41.703,180.0,False,False
630,AI250,4,7,20260418,20260419,2026-04-18 20:48:41.704,2026-04-19 00:12:41.704,204.0,True,False
631,SJ195,3,7,20260418,20260418,2026-04-18 20:41:41.703,2026-04-18 23:54:41.703,193.0,False,False
632,UK211,5,28,20260418,20260418,2026-04-18 20:39:41.704,2026-04-18 22:02:41.704,83.0,False,False
633,UK122,5,23,20260418,20260418,2026-04-18 20:29:42.000,2026-04-18 23:29:42.000,180.0,False,False
634,AI136,1,3,20260418,20260418,2026-04-18 20:29:41.702,2026-04-18 23:48:41.702,199.0,False,False
635,6F141,2,7,20260418,20260418,2026-04-18 20:26:41.702,2026-04-18 22:28:41.702,122.0,False,False
636,6F053,2,19,20260418,20260419,2026-04-18 20:26:41.701,2026-04-19 00:39:41.701,253.0,True,False
637,6F136,2,13,20260418,20260418,2026-04-18 20:24:41.702,2026-04-18 21:01:41.702,37.0,False,False
638,6F009,2,2,20260418,20260418,2026-04-18 20:21:41.701,2026-04-18 23:36:41.701,195.0,False,False
639,6F023,2,26,20260418,20260419,2026-04-18 20:18:41.701,2026-04-19 00:14:41.701,236.0,True,False
640,UK006,5,28,20260418,20260418,2026-04-18 20:16:41.701,2026-04-18 21:55:41.701,99.0,False,False
641,SJ165,3,12,20260418,20260418,2026-04-18 20:08:41.703,2026-04-18 23:18:41.703,190.0,False,False
642,6F189,2,26,20260418,20260418,2026-04-18 20:08:41.703,2026-04-18 21:51:41.703,103.0,False,False
643,AI131,1,27,20260418,20260418,2026-04-18 19:55:41.702,2026-04-18 22:35:41.702,160.0,False,False
644,6F004,2,7,20260418,20260418,2026-04-18 19:53:41.701,2026-04-18 23:33:41.701,220.0,False,False
645,AI027,1,10,20260418,20260418,2026-04-18 19:41:41.701,2026-04-18 23:23:41.701,222.0,False,False
646,AI238,1,15,20260418,20260419,2026-04-18 19:25:41.704,2026-04-19 00:07:41.704,282.0,True,False
647,SJ105,3,9,20260418,20260418,2026-04-18 19:22:41.702,2026-04-18 22:48:41.702,206.0,False,False
648,UK088,4,26,20260418,20260418,2026-04-18 19:16:41.702,2026-04-18 23:36:41.702,260.0,False,False
649,6F035,2,14,20260418,20260418,2026-04-18 19:16:41.701,2026-04-18 23:40:41.701,264.0,False,False
650,AI133,1,18,20260418,20260418,2026-04-18 19:12:41.702,2026-04-18 21:32:41.702,140.0,False,False
651,AI001,1,19,20260418,20260418,2026-04-18 19:00:41.700,2026-04-18 22:03:41.700,183.0,False,False
652,SJ133,3,7,20260418,20260418,2026-04-18 18:50:41.702,2026-04-18 21:29:41.702,159.0,False,False
653,SJ216,3,7,20260418,20260418,2026-04-18 18:35:41.703,2026-04-18 21:31:41.703,176.0,False,False
654,SJ225,4,19,20260418,20260418,2026-04-18 18:16:41.704,2026-04-18 20:53:41.704,157.0,False,False
655,AI147,1,23,20260418,20260418,2026-04-18 18:14:41.703,2026-04-18 20:10:41.703,116.0,False,False
656,SJ054,3,26,20260418,20260418,2026-04-18 18:13:41.701,2026-04-18 22:46:41.701,273.0,False,False
657,6F197,2,6,20260418,20260418,2026-04-18 17:59:41.703,2026-04-18 22:44:41.703,285.0,False,False
658,SJ066,3,23,20260418,20260418,2026-04-18 17:47:41.701,2026-04-18 19:03:41.701,76.0,False,False
659,SJ183,3,13,20260418,20260418,2026-04-18 17:44:41.703,2026-04-18 19:40:41.703,116.0,False,False
660,SJ151,3,7,20260418,20260418,2026-04-18 17:44:41.702,2026-04-18 19:16:41.702,92.0,False,False
661,SJ071,3,15,20260418,20260418,2026-04-18 17:43:41.701,2026-04-18 19:32:41.701,109.0,False,False
662,SJ102,3,28,20260418,20260418,2026-04-18 17:26:41.702,2026-04-18 18:58:41.702,92.0,False,False
663,AI209,1,2,20260418,20260418,2026-04-18 17:25:41.703,2026-04-18 18:37:41.703,72.0,False,False
664,6F111,2,24,20260418,20260418,2026-04-18 17:09:41.702,2026-04-18 20:02:41.702,173.0,False,False
665,AI050,1,1,20260418,20260418,2026-04-18 17:07:41.701,2026-04-18 19:42:41.701,155.0,False,False
666,SJ189,3,21,20260418,20260418,2026-04-18 17:05:41.703,2026-04-18 22:01:41.703,296.0,False,False
667,UK112,4,13,20260418,20260418,2026-04-18 17:05:41.702,2026-04-18 19:47:41.702,162.0,False,False
668,6F171,2,16,20260418,20260418,2026-04-18 17:03:41.703,2026-04-18 18:12:41.703,69.0,False,False
669,AI011,1,12,20260418,20260418,2026-04-18 16:58:41.701,2026-04-18 21:01:41.701,243.0,False,False
670,6F027,2,3,20260418,20260418,2026-04-18 16:52:41.701,2026-04-18 18:21:41.701,89.0,False,False
671,UK082,5,17,20260418,20260418,2026-04-18 16:50:41.702,2026-04-18 21:21:41.702,271.0,False,False
672,UK138,5,16,20260418,20260418,2026-04-18 16:47:41.703,2026-04-18 19:36:41.703,169.0,False,False
673,UK198,5,16,20260418,20260418,2026-04-18 16:43:41.703,2026-04-18 18:18:41.703,95.0,False,False
674,6F039,2,28,20260418,20260418,2026-04-18 16:43:41.701,2026-04-18 21:01:41.701,258.0,False,False
675,6F157,2,28,20260418,20260418,2026-04-18 16:37:41.703,2026-04-18 18:04:41.703,87.0,False,False
676,SJ024,3,20,20260418,20260418,2026-04-18 16:29:41.701,2026-04-18 20:21:41.701,232.0,False,False
677,6F167,2,1,20260418,20260418,2026-04-18 16:26:41.703,2026-04-18 17:50:41.703,84.0,False,False
678,AI197,1,7,20260418,20260418,2026-04-18 16:25:41.703,2026-04-18 20:00:41.703,215.0,False,False
679,SJ211,3,27,20260418,20260418,2026-04-18 16:22:41.703,2026-04-18 18:34:41.703,132.0,False,False
680,6F055,2,18,20260418,20260418,2026-04-18 16:21:41.701,2026-04-18 18:49:41.701,148.0,False,False
681,AI253,1,1,20260418,20260418,2026-04-18 16:13:41.704,2026-04-18 19:51:41.704,218.0,False,False
682,UK060,5,2,20260418,20260418,2026-04-18 16:09:41.701,2026-04-18 19:42:41.701,213.0,False,False
683,6F257,4,28,20260418,20260418,2026-04-18 16:04:41.704,2026-04-18 19:55:41.704,231.0,False,False
684,SJ135,3,28,20260418,20260418,2026-04-18 16:03:41.702,2026-04-18 19:48:41.702,225.0,False,False
685,AI247,1,7,20260418,20260418,2026-04-18 15:58:41.704,2026-04-18 19:02:41.704,184.0,False,False
686,UK127,5,9,20260418,20260418,2026-04-18 15:56:41.702,2026-04-18 20:00:41.702,244.0,False,False
687,AI109,1,1,20260418,20260418,2026-04-18 15:53:41.702,2026-04-18 20:14:41.702,261.0,False,False
688,AI057,1,7,20260418,20260418,2026-04-18 15:53:41.701,2026-04-18 19:22:41.701,209.0,False,False
689,6F103,2,15,20260418,20260418,2026-04-18 15:37:41.702,2026-04-18 18:32:41.702,175.0,False,False
690,SJ144,3,1,20260418,20260418,2026-04-18 15:35:41.702,2026-04-18 19:12:41.702,217.0,False,False
691,6F076,2,14,20260418,20260418,2026-04-18 15:35:41.702,2026-04-18 16:20:41.702,45.0,False,False
692,6F240,2,19,20260418,20260418,2026-04-18 15:31:41.704,2026-04-18 19:56:41.704,265.0,False,False
693,UK057,5,13,20260418,20260418,2026-04-18 15:25:41.701,2026-04-18 20:04:41.701,279.0,False,False
694,AI201,1,2,20260418,20260418,2026-04-18 15:19:41.703,2026-04-18 16:40:41.703,81.0,False,False
695,SJ242,3,4,20260418,20260418,2026-04-18 14:55:41.704,2026-04-18 17:42:41.704,167.0,False,False
696,6F037,2,10,20260418,20260418,2026-04-18 14:51:41.701,2026-04-18 17:23:41.701,152.0,False,False
697,SJ132,3,29,20260418,20260418,2026-04-18 14:44:41.702,2026-04-18 15:36:41.702,52.0,False,False
698,AI055,1,12,20260418,20260418,2026-04-18 14:39:41.701,2026-04-18 16:18:41.701,99.0,False,False
699,6F252,4,26,20260418,20260418,2026-04-18 14:25:41.701,2026-04-18 18:52:41.701,267.0,False,False
700,AI183,1,18,20260418,20260418,2026-04-18 14:24:41.703,2026-04-18 16:06:41.703,102.0,False,False
701,SJ125,3,16,20260418,20260418,2026-04-18 14:21:41.702,2026-04-18 16:55:41.702,154.0,False,False
702,SJ087,3,8,20260418,20260418,2026-04-18 14:20:41.702,2026-04-18 19:09:41.702,289.0,False,False
703,UK182,5,23,20260418,20260418,2026-04-18 14:19:41.703,2026-04-18 18:25:41.703,246.0,False,False
704,AI016,1,7,20260418,20260418,2026-04-18 14:15:41.701,2026-04-18 18:38:41.701,263.0,False,False
705,6F107,2,11,20260418,20260418,2026-04-18 14:14:41.702,2026-04-18 17:14:42.000,180.0,False,False
706,AI026,1,17,20260418,20260418,2026-04-18 14:14:41.701,2026-04-18 15:13:41.701,59.0,False,False
707,AI177,1,14,20260418,20260418,2026-04-18 14:11:41.703,2026-04-18 16:26:41.703,135.0,False,False
708,AI041,1,6,20260418,20260418,2026-04-18 14:08:41.701,2026-04-18 15:59:41.701,111.0,False,False
709,6F264,4,19,20260418,20260418,2026-04-18 14:03:41.701,2026-04-18 18:23:41.701,260.0,False,False
710,6F222,2,25,20260418,20260418,2026-04-18 14:01:41.704,2026-04-18 16:11:41.704,130.0,False,False
711,AI004,1,25,20260418,20260418,2026-04-18 13:58:41.701,2026-04-18 18:12:41.701,254.0,False,False
712,SJ126,3,16,20260418,20260418,2026-04-18 13:47:41.702,2026-04-18 16:31:41.702,164.0,False,False
713,SJ220,3,7,20260418,20260418,2026-04-18 13:45:41.703,2026-04-18 15:21:41.703,96.0,False,False
714,AI204,1,15,20260418,20260418,2026-04-18 13:40:41.703,2026-04-18 18:38:41.703,298.0,False,False
715,UK098,5,13,20260418,20260418,2026-04-18 13:38:41.702,2026-04-18 17:54:41.702,256.0,False,False
716,AI090,1,28,20260418,20260418,2026-04-18 13:37:41.702,2026-04-18 16:11:41.702,154.0,False,False
717,AI092,1,12,20260418,20260418,2026-04-18 13:36:41.702,2026-04-18 16:20:41.702,164.0,False,False
718,AI049,1,15,20260418,20260418,2026-04-18 13:35:41.701,2026-04-18 15:48:41.701,133.0,False,False
719,UK117,5,1,20260418,20260418,2026-04-18 13:17:41.702,2026-04-18 16:54:41.702,217.0,False,False
720,6F227,2,27,20260418,20260418,2026-04-18 13:16:41.704,2026-04-18 17:41:41.704,265.0,False,False
721,AI228,1,1,20260418,20260418,2026-04-18 13:16:41.703,2026-04-18 17:44:41.703,268.0,False,False
722,SJ164,3,15,20260418,20260418,2026-04-18 13:14:41.703,2026-04-18 15:14:42.000,120.0,False,False
723,AI018,1,7,20260418,20260418,2026-04-18 13:12:41.701,2026-04-18 18:04:41.701,292.0,False,False
724,UK192,5,24,20260418,20260418,2026-04-18 12:54:41.703,2026-04-18 13:54:42.000,60.0,False,False
725,SJ224,3,20,20260418,20260418,2026-04-18 12:41:41.703,2026-04-18 15:33:41.703,172.0,False,False
726,UK050,5,8,20260418,20260418,2026-04-18 12:39:41.701,2026-04-18 13:18:41.701,39.0,False,False
727,SJ159,3,13,20260418,20260418,2026-04-18 12:22:41.703,2026-04-18 14:05:41.703,103.0,False,False
728,UK038,5,28,20260418,20260418,2026-04-18 12:22:41.701,2026-04-18 15:31:41.701,189.0,False,False
729,6F192,2,11,20260418,20260418,2026-04-18 12:20:41.703,2026-04-18 16:45:41.703,265.0,False,False
730,6F173,2,7,20260418,20260418,2026-04-18 12:19:41.703,2026-04-18 13:08:41.703,49.0,False,False
731,AI185,1,12,20260418,20260418,2026-04-18 12:16:41.703,2026-04-18 16:18:41.703,242.0,False,False
732,SJ152,3,8,20260418,20260418,2026-04-18 12:09:41.702,2026-04-18 13:50:41.702,101.0,False,False
733,AI215,1,3,20260418,20260418,2026-04-18 12:07:41.703,2026-04-18 13:43:41.703,96.0,False,False
734,AI074,1,12,20260418,20260418,2026-04-18 12:03:41.702,2026-04-18 12:50:41.702,47.0,False,False
735,6F109,2,1,20260418,20260418,2026-04-18 12:00:41.702,2026-04-18 12:51:41.702,51.0,False,False
736,6F144,2,22,20260418,20260418,2026-04-18 11:56:41.702,2026-04-18 15:11:41.702,195.0,False,False
737,6F210,2,24,20260418,20260418,2026-04-18 11:51:41.703,2026-04-18 15:58:41.703,247.0,False,False
738,SJ111,3,20,20260418,20260418,2026-04-18 11:47:41.702,2026-04-18 12:59:41.702,72.0,False,False
739,UK092,5,26,20260418,20260418,2026-04-18 11:42:41.702,2026-04-18 13:17:41.702,95.0,False,False
740,UK009,5,8,20260418,20260418,2026-04-18 11:34:41.701,2026-04-18 13:41:41.701,127.0,False,False
